Date,us_Trade Weighted Dollar Index,kr_fx,jp_fx,us_ret,kr_ret,jp_ret,kr_us_spread,jp_us_spread,kr_jp_spread,corr_us_kr,corr_us_jp,corr_kr_jp,us_ret_lag1,kr_ret_lag1,jp_ret_lag1,US_Interest_Rate,KR_Interest_Rate,JP_Interest_Rate,US_GDP,KR_GDP,JP_GDP,US_CPI,KR_CPI,JP_CPI,US_Employment,KR_Employment,JP_Employment,US_Unemployment,KR_Unemployment,JP_Unemployment,US_Trade_Balance,KR_Trade_Balance,JP_Trade_Balance
11.Dec,86.10752496206534,1096.1481777592712,77.46307441509771,0.00848768,0.005939182,-0.007720146,-0.002548498,-0.016207825,0.013659327136795112,0.7847807271650654,-0.112388601,-0.274339612,0.00574105,0.003385978,-0.008882117,0.030162536,3.6216828705140727,0.096987319,3941284.7870800416,366547114.03331006,125450695.71618687,0.097103229,-1.613399014,0.2874171712740204,133245.02327949836,25037927.62841484,62816226.68,8.537962274,3.200485609134799,4.477564542082928,-35456.2765,6.18595E+12,-1.54914E+12
12.Jan,86.90507859821973,1103.4749935851746,76.80556532860659,0.008888602,0.006549262,-0.008280214,-0.00233934,-0.017168816,0.014829476191088115,0.7847807271650654,-0.112388601,-0.274339612,0.00848768,0.005939182,-0.007720146,0.026585838603469716,3.6373664007402815,0.093596174,3963547.662905123,368958495.5534693,125881792.27248669,0.071877442,-1.434125336,0.26578514979506096,133429.8503618175,25053821.497872647,62785081.32713505,8.472118652410995,3.1656142105103977,4.449521832873876,-37442.09356,5751287308360.138,-1.72275E+12
12.Feb,87.54595951281208,1108.4153780209322,76.40277019,0.007177631,0.004463308,-0.005033008,-0.002714323,-0.01221064,0.009496316,0.7881469181761723,-0.133247588,-0.285931896,0.008888602,0.006549262,-0.008280214,0.027569235,3.6388605859216607,0.090786259,3985193.8602605425,371272760.05500853,126334483.40498193,0.060256909817271075,-1.220399266,0.24434277597014567,133624.83922505015,25043198.335448492,62756598.066662736,8.407695833178837,3.1382615254331245,4.425797739599513,-38654.8661,5396558913916.1455,-1.86702E+12
12.Mar,88.26677955056083,1113.6412626724862,76.62549050824903,0.008072399,0.004729958,0.002757729,-0.003342441,-0.00531467,0.001972229,0.7965597524767646,-0.139022262,-0.281302632,0.007177631,0.004463308,-0.005033008,0.034527216,3.6285395350072522,0.087953747,4005635.661072604,373430191.3047436,126793028.92207818,0.10269572387321692,-1.025661824,0.26271435624861755,133828.02402520805,25009028.539203297,62731365.190237775,8.333484420874527,3.1184962631005853,4.406672123464601,-40776.08541,5124414821499.068,-1.98056E+12
12.Apr,89.02242219801788,1119.9668209787103,76.87733288860991,0.008461699,0.005710774,0.003158832,-0.002750925,-0.005302867,0.002551942,0.7999712639796386,-0.129019725,-0.263358577,0.008072399,0.004729958,0.002757729,0.044953581,3.607894403134067,0.084115874,4028875.3259712807,375457994.6903629,127009282.01980247,0.10113278480737167,-0.823742272,0.2343673478117837,134018.4996245939,25094710.966406524,62705047.545748174,8.262689617174411,3.0931526391082826,4.379258905239242,-42576.46023,5021798393678.728,-2.14745E+12
12.May,89.97433191478868,1128.5609188249507,77.01173604427645,0.010601434510923696,0.007694374,0.001717047,-0.00290706,-0.008884388,0.005977328,0.8031935397751443,-0.133450706,-0.255417639,0.008461699,0.005710774,0.003158832,0.059788702775898636,3.5798769523541782,0.081558312,4050478.1286009517,377249648.8967093,127180834.34716025,0.051233156,-0.593052408,0.15282401978427973,134198.16267530338,25177982.921897236,62682210.139335096,8.197093605329076,3.073548798341962,4.355209241679241,-44099.08376,5007883456830.059,-2.29241E+12
12.Jun,91.08705770243876,1138.5280793218183,77.16258251714802,0.012315680810558277,0.008873468,0.001924696,-0.003442212,-0.010390984,0.006948772,0.8048218441675941,-0.141205746,-0.249935436,0.010601434510923696,0.007694374,0.001717047,0.076146651,3.5450649380816532,0.078289757,4069959.6711096275,378775019.21551985,127307009.41136746,-0.002541504,-0.403960957,0.039850303965997744,134362.1745406828,25256587.294181954,62663190.06938326,8.138144386508403,3.0596988777020138,4.334908267224865,-45218.20242,5074217309961.3545,-2.41329E+12
12.Jul,92.11061518025066,1145.4284813893448,77.31911401,0.011340416,0.006205014,0.001993576,-0.005135402,-0.00934684,0.004211438,0.8049308406219751,-0.156263857,-0.253434122,0.012315680810558277,0.008873468,0.001924696,0.093384405,3.4817821770939315,0.076319365,4090601.4782341463,380251715.92598367,127313741.43681292,-0.057392454,-0.236856823,-0.052021549,134518.12998330384,25322348.51041274,62659443.30434512,8.086945757974544,3.0471139827949996,4.296919142199179,-46087.54314,5.31271E+12,-2.49254E+12
12.Aug,92.95655745487386,1150.0596888084385,77.46854067297443,0.009401776,0.004202304,0.001898508,-0.005199472,-0.007503268,0.002303796,0.8064516232437078,-0.168697108,-0.252432063,0.011340416,0.006205014,0.001993576,0.1069968516041438,3.402374226892164,0.075036431,4108857.6192991887,381458195.4876216,127270325.26660945,-0.016391535,0.003370603,-0.090145571,134671.18598216362,25379412.049708072,62660887.91668045,8.031258619554833,3.0393751578948374,4.260820355410086,-46970.6235,5620578865193.653,-2.5445E+12
12.Sep,93.50380477838853,1152.7783848213699,77.5743013,0.00612582,0.002503515,0.001335752,-0.003622306,-0.004790068,0.001167763,0.7899377560523835,-0.166223415,-0.24715054,0.009401776,0.004202304,0.001898508,0.12123814785983049,3.3175358449038086,0.074080697,4124418.976678751,382385285.22846717,127183078.20542803,0.023357038796611936,0.2662031678111564,-0.118752823,134822.21080167254,25426935.773582626,62666961.430281825,7.944202436,3.0362299607478467,4.227505836637601,-46996.49711,5.98166E+12,-2.57035E+12
12.Oct,93.89155122620006,1152.0647596883666,77.79140177349845,0.004361059,-0.000567654,0.002748127,-0.004928712,-0.001612931,-0.003315781,0.7724674145586996,-0.161962056,-0.249122752,0.00612582,0.002503515,0.001335752,0.1372181700541536,3.206655225767174,0.073548116,4140366.723019995,383583739.43837416,127048253.00420193,0.008753044,0.3989263811886124,-0.150936766,134968.60681518036,25437543.15186225,62680918.749614604,7.861525798450792,3.0329713844931194,4.189038594643236,-47121.19845,6640227146078.413,-2.56145E+12
12.Nov,94.23987949244443,1147.5451542780127,78.25914651074268,0.003913141,-0.004014742,0.00588503,-0.007927883,0.001971889,-0.009899772,0.7558461562435922,-0.150405725,-0.2582674,0.004361059,-0.000567654,0.002748127,0.1522836449274198,3.0881630117711873,0.07354235,4153661.8370365147,384566908.0441392,126882919.73297237,-0.062357143,0.47893348179266443,-0.227374211,135111.755,25435303.59775804,62698552.77452567,7.772271050351576,3.0330485243290717,4.153747919009011,-47566.25371,7346442636815.065,-2.5296E+12
12.Dec,94.39312054729106,1140.305254780354,79.11825349034021,0.001756141,-0.006494908,0.010655936446506437,-0.00825105,0.008899795,-0.017150845,0.7357371579132673,-0.144383202,-0.274381871,0.003913141,-0.004014742,0.00588503,0.16607406296553676,2.971375128821664,0.07339089,4164170.7285402874,385326824.54800355,126695089.1968766,-0.112114597,0.5952578678825313,-0.249346685,135264.3558,25421568.99113151,62718966.81370986,7.715773645551734,3.0361254944515563,4.122374873367938,-46730.03582,8.07436E+12,-2.47805E+12
13.Jan,94.41851888023429,1130.3786875890507,80.75092438926778,0.000335847,-0.008967638,0.019645231,-0.009303485,0.019309384,-0.028612869,0.7177298548706001,-0.13852346,-0.289710986,0.001756141,-0.006494908,0.010655936446506437,0.17570321731087596,2.860924780302443,0.073642849,4179259.278037474,386503721.6650413,126690392.28848411,-0.088161868,0.7422590793269355,-0.248641511,135419.7757489737,25315709.675433688,62765537.54456434,7.6834527718653245,3.0418100027282464,4.0997978860899345,-46159.68865,8779004332695.073,-2.51433E+12
13.Feb,94.42788881347617,1122.266816489206,82.99339491092456,0.000142086,-0.007262156,0.026394455255015527,-0.007404243,0.026252368834860214,-0.033656612,0.693236786,-0.119955474,-0.273717697,0.000335847,-0.008967638,0.019645231,0.18459835970235497,2.7571917232260708,0.073760326,4192322.613243818,387527744.4204241,126698544.05227634,0.012940444507217697,0.8357613972470911,-0.27654761,135592.21046736656,25193337.90104264,62815585.17599644,7.6248604023915965,3.04967076,4.082484660957033,-45578.60554,9457694412703.547,-2.54856E+12
13.Mar,94.46211108898959,1115.9161280046694,85.52770015858793,0.000386652,-0.005648207,0.029525988392063992,-0.006034859,0.029139336854478587,-0.035174195,0.6717658991625686,-0.10621144,-0.258137376,0.000142086,-0.007262156,0.026394455255015527,0.19026603706361545,2.662316220160554,0.074053246,4203171.355532212,388383459.56765586,126718015.06812106,0.055639312380651645,0.8493986414578184,-0.24736667,135764.70539989913,25059776.067059416,62867260.58900543,7.548381457793493,3.0592543189230135,4.070428218508711,-44048.69258,10092661452330.066,-2.57992E+12
13.Apr,94.38394180428197,1112.3409245284465,88.46483677,-0.000857348,-0.003149404,0.03366466,-0.002292056,0.034522008155398395,-0.036814064,0.6373880986139359,-0.094555619,-0.222486059,0.000386652,-0.005648207,0.029525988392063992,0.19515896557684137,2.5805587807967716,0.073195277,4214317.6869258005,389740678.41313475,126902761.03033768,0.052729114095322646,0.8273862020037386,-0.194682824,135941.59967718145,25066647.03446273,62937483.64304337,7.491098963921395,3.057100892300157,4.041793574,-42922.22013,11073779644424.033,-2.62914E+12
13.May,94.30606119391666,1107.9571136639927,91.82502462040094,-0.000877212,-0.003871029,0.037779238,-0.002993817,0.038656450568736865,-0.041650267,0.5858328305497761,-0.042245552,-0.162164408,-0.000857348,-0.003149404,0.03366466,0.1930078322714395,2.4860603219454647,0.072327246,4223385.008572256,390986494.0216717,127110964.5654225,0.082068062,0.7966334204349546,-0.158426878,136127.60653642012,25087011.394091833,63007959.882386215,7.429811750518866,3.0544487815705814,4.015767586254585,-42193.15832,12025807327975.883,-2.67651E+12
13.Jun,94.28075480877038,1107.2832704760642,94.63928738989517,-0.000334297,-0.000563528,0.032029678,-0.00022923,0.032363975585473534,-0.032593206,0.5357100783866345,0.004426647,-0.133217216,-0.000877212,-0.003871029,0.037779238,0.1859815773284346,2.395129899320925,0.071476201,4230309.201796899,392094672.24870485,127334033.81003617,0.1194110736575067,0.7292359144100002,-0.13104372,136317.9545136423,25118908.875935268,63076549.70132319,7.376758905941023,3.051427418466846,3.9928701699211095,-40576.48794,12923092723333.27,-2.72078E+12
13.Jul,94.30460841787561,1106.4772134926468,97.56740257134314,0.000170108,-0.000672359,0.032867497385859125,-0.000842467,0.032697389861304896,-0.033539857,0.4779585562467484,0.04804747,-0.120298305,-0.000334297,-0.000563528,0.032029678,0.17677850055987715,2.314838621979212,0.070665975,4242414.255,393708627.4855735,127750580.61588737,0.13055945174543732,0.6867690815552414,-0.076467567,136502.65905773296,25172259.443316303,63150051.14732676,7.306708578642735,3.0611643691194788,3.960475390123349,-39187.86997,13750317097454.92,-2.73836E+12
13.Aug,94.29263541353404,1105.0418458027918,100.02373152550602,-0.00022854,-0.001232209,0.027705950151593373,-0.00100367,0.02793449,-0.02893816,0.41788467940922674,0.08293035,-0.107416014,0.000170108,-0.000672359,0.032867497385859125,0.16459237645137914,2.2501313137122936,0.069916792,4253190.159569259,395219443.37418807,128185075.82267685,0.14837520847221178,0.6525188595393013,-0.006055001,136698.6933756826,25234063.270659745,63219101.01431017,7.230462026714992,3.072091693633264,3.9305048266016636,-37887.08769,14484957821240.758,-2.74876E+12
13.Sep,94.23276864722061,1100.2562595078384,102.35297119418743,-0.000751876,-0.004280699,0.025990680230203504,-0.003528823,0.026742556362502935,-0.03027138,0.37389735391678436,0.08521736,-0.096029812,-0.00022854,-0.001232209,0.027705950151593373,0.1510870934601896,2.199390796860698,0.069245023,4262446.554213861,396592109.3727156,128622689.73410706,0.16304713327214243,0.5919410939387761,0.066497957,136896.2934605668,25301620.917149052,63282072.96416594,7.1609262691785736,3.083762534886673,3.9036151746340972,-37107.28101,15114234038010.79,-2.75239E+12
13.Oct,94.02975449812192,1092.8905440571452,104.16759458527507,-0.002297261,-0.006687816,0.020315321012010105,-0.004390555,0.022612582321326607,-0.027003137,0.34191284072863026,0.10726550188785443,-0.075849923,-0.000751876,-0.004280699,0.025990680230203504,0.13809972596431327,2.162742607788441,0.068663081,4277798.586767588,398287410.4902089,129041931.81237105,0.12625545159391577,0.46058987208014013,0.11280068151263362,137100.47473314556,25369981.171474956,63382318.53011115,7.099516299320441,3.0957524159681404,3.8716470326242645,-36017.58657,15561880211963.494,-2.89412E+12
13.Nov,93.91480012898944,1084.961283829807,105.8660682755957,-0.001351479,-0.007231493,0.018664957,-0.005880014,0.020016436548454048,-0.02589645,0.3269218783090703,0.1248844665781618,-0.056120784,-0.002297261,-0.006687816,0.020315321012010105,0.1236681034390952,2.1398769593897566,0.06817944,4292221.602462914,399846724.18124664,129438254.4784375,0.088559275,0.3565570762449636,0.14108911280235847,137318.20363647208,25438819.965224024,63478769.983558506,7.008261837468509,3.1076697364624177,3.842727293836687,-34745.62397,15884878962162.023,-3.04489E+12
13.Dec,93.81594719290052,1076.3612111103082,107.6833844726164,-0.001177608,-0.00788451,0.019265455521525587,-0.006706902,0.020443064,-0.027149965,0.3183571750244858,0.1480047959510898,-0.037144374,-0.001351479,-0.007231493,0.018664957,0.11066960006322607,2.130101567049248,0.06779878,4305375.812514819,401236869.77774316,129802059.99354419,0.071277937,0.2699428477059558,0.1753160275790401,137521.5035403718,25506024.280641463,63568913.19215437,6.896884966677714,3.119164232813395,3.817418710112767,-33532.86892,16086005068475.84,-3.19927E+12
14.Jan,93.83952513463348,1069.0808093294502,109.25885962575653,0.000129971,-0.006665075,0.016317713739491944,-0.006795046,0.016187743186036156,-0.022982789,0.3173710749632227,0.17721486476860002,-0.009467328,-0.001177608,-0.00788451,0.019265455521525587,0.095750859,2.1324006669313125,0.067522223,4317179.332,403211252.72125775,130303064.40733388,0.10280639500918426,0.2416137565896701,0.1648607700506824,137724.4583476704,25517212.336097915,63640707.58412602,6.777739233965668,3.1602753525448724,3.7701194234578557,-32938.0933,15801636112103.998,-3.49233E+12
14.Feb,93.90300752815415,1063.2500234467946,110.28581591780996,0.00056124,-0.00533212,0.010426075355944683,-0.00589336,0.009864836,-0.015758196,0.3165696423438433,0.19532638064673508,-0.011456719,0.000129971,-0.006665075,0.016317713739491944,0.081551466,2.144197836817231,0.068647655,4327270.154924651,405053607.78878313,130776072.69752459,0.13897181541467285,0.18980016188732288,0.17050521517363995,137921.84392380904,25518057.11592578,63701501.20937672,6.678175897505856,3.203468099726856,3.7244474827647003,-32886.82244,15373295668006.22,-3.79368E+12
14.Mar,93.95579545647813,1058.1905154490005,110.98131599312374,0.000459727,-0.004635543,0.006685202,-0.00509527,0.006225476,-0.011320746,0.31064139951360825,0.2067487211123163,-0.025877172,0.00056124,-0.00533212,0.010426075355944683,0.069725469,2.1638893546100415,0.068701114,4335516.825741616,406721867.11589247,131209694.22777049,0.2140915393171724,0.1347369217985907,0.20947005932909254,138128.6856246195,25509567.60429309,63750570.33582106,6.589223617766849,3.2472385291988357,3.6816103116579195,-33424.374,14828231098278.035,-4.09343E+12
14.Apr,93.95997872827536,1050.5937427875158,111.38387181611243,-4.31E-05,-0.007068787,0.003373754,-0.007025704,0.003416838,-0.010442541,0.34320429121481544,0.22770925366277456,-0.065740961,0.000459727,-0.004635543,0.006685202,0.060690307,2.1923950399852696,0.067488194,4352281.384704637,408509718.49681413,131694448.7781587,0.25373754464990683,0.071151898,0.48125431728912715,138351.09258661038,25607571.115694877,63813182.43954633,6.447489857468738,3.311873759847652,3.6382675483120788,-34296.98918,14508111252574.328,-4.16562E+12
14.May,93.92248431104461,1041.0325351085542,111.3809749523189,-0.0004729,-0.009013683,-0.000976718,-0.008540783,-0.000503819,-0.008036965,0.3884898998502198,0.24182494920470515,-0.104987195,-4.31E-05,-0.007068787,0.003373754,0.053437952351691735,2.2269783056234167,0.06747192,4368189.856230217,410100547.18473923,132134072.9101633,0.29424582310987063,0.026695819762395795,0.5534225199344845,138577.58607480384,25710294.24248564,63866437.85971269,6.325504777476376,3.376688254636158,3.599110035,-34824.68317,14158780253863.762,-4.19786E+12
14.Jun,93.90162681,1031.214272144232,111.12474805633514,-0.000280282,-0.009319371,-0.003770849,-0.009039089,-0.003490567,-0.005548522,0.4348360337393222,0.29379416794921687,-0.100463751,-0.0004729,-0.009013683,-0.000976718,0.049307694,2.2646938955290463,0.067533115,4382850.5949163325,411466330.5883296,132519890.94166255,0.31115189903054197,-0.047231525,0.5487712267172716,138823.27263193383,25814183.32932275,63909674.602071024,6.1889530621589595,3.439719652306729,3.5648939716913595,-35353.71727,13793639147408.34,-4.19319E+12
14.Jul,93.85157325,1022.096307312015,110.71656330825971,-0.000576448,-0.00869145,-0.005506284,-0.008115002,-0.004929837,-0.003185165,0.47952188809796586,0.3362518099585019,-0.0927312,-0.000280282,-0.009319371,-0.003770849,0.045811231544247086,2.306397109578242,0.067662198,4405234.451886346,412845505.7339111,132874646.9,0.29334281038822985,-0.08049719,0.5381219260202618,139074.28235439278,25933419.907596473,63949530.33213139,6.076387926508516,3.499255321,3.527493695696528,-35941.28643,13159106677176.209,-4.11664E+12
14.Aug,93.92609184754723,1014.5310497436593,110.13412871274402,0.000762502,-0.007231208,-0.007389579,-0.00799371,-0.008152081,0.000158371,0.5306169759417562,0.3680035461024765,-0.085885354,-0.000576448,-0.00869145,-0.005506284,0.043990077963842224,2.3299380889351706,0.067848507,4426754.599602767,413997738.1929171,133168544.43359865,0.2506913462985021,-0.099937373,0.5383938976123451,139325.63263397408,26049496.130814925,63979814.47922178,5.965787666627861,3.553858762522689,3.4950096364302845,-36299.91009,12505862953652.004,-4.00755E+12
14.Sep,94.21301283201545,1009.0715864398294,109.95194679039759,0.003006234,-0.005235787,-0.003731611,-0.008242021,-0.006737845,-0.001504176,0.5884545129609037,0.42927839592382444,-0.038158541,0.000762502,-0.007231208,-0.007389579,0.043731337,2.3371268276883512,0.068080729,4446851.804559464,414911155.26023495,133398852.34324367,0.23128328822879204,-0.140300416,0.5284868551168498,139588.36890657802,26159245.747787084,64000575.677226484,5.844273802736436,3.6023850973404925,3.467924693997756,-37257.53408,11855376413870.662,-3.87243E+12
14.Oct,94.69990933307638,1008.3983218731877,109.81298087457387,0.005091548,-0.000690049,-0.00342028,-0.005781597,-0.008511828,0.002730232,0.64448676,0.4718074569392635,-0.008051151,0.003006234,-0.005235787,-0.003731611,0.044886531,2.3182828877355632,0.067047307,4468570.608883706,416288824.96301395,133720068.14162688,0.1666915373191892,-0.205176142,0.4447159112173984,139854.49048472423,26238750.030628417,64025143.38511392,5.710583111152061,3.6483282457563013,3.433511504988548,-38173.17965,12272998535651.332,-3.63218E+12
14.Nov,95.43806990403893,1013.8754341070145,110.69497465009529,0.00766885,0.00503911,0.005656899,-0.00262974,-0.002011951,-0.000617789,0.7100088473948458,0.5289544381968481,0.074591889,0.005091548,-0.000690049,-0.00342028,0.047279609,2.283174855145987,0.065905809,4488401.008509013,417499461.94662464,133994197.06592296,0.058491215,-0.253470012,0.33398058437137024,140130.3651905141,26305001.384266764,64042399.92065919,5.602943995,3.6872282319578398,3.403535289730604,-38920.40527,12834687789184.396,-3.3705E+12
14.Dec,96.51553532078404,1022.4414720942481,112.05733969656171,0.011073768,0.007904021,0.00980757,-0.003169747,-0.001266198,-0.001903549,0.7608854670737879,0.58979284,0.17322815536008168,0.00766885,0.00503911,0.005656899,0.054614991,2.243782380160989,0.066001285,4505936.931916519,418523450.37347555,134217723.93581174,-0.060363811,-0.270408394,0.27729937267880383,140413.06147000953,26357337.561013274,64052558.70503016,5.485980471345362,3.718622372580489,3.378451637306537,-40013.43617,13509186783688.623,-3.09737E+12
15.Jan,97.93426913623114,1030.596462119931,113.37049600148467,0.014418286431032334,0.007572027,0.009516529,-0.006846259,-0.004901758,-0.001944502,0.7746200275981892,0.6232860153039183,0.27984334388643295,0.011073768,0.007904021,0.00980757,0.061878385025238986,2.2007156812696604,0.066207176,4525803.874025779,421102201.4464371,134804063.9006373,-0.17000042,-0.188492686,0.18196730097512992,140692.53627745513,26328096.993254736,64062524.749813125,5.3971338855634245,3.7379774279634588,3.362852801,-40565.41089,15601545975231.77,-2.68574E+12
15.Feb,99.5689365,1040.9240592794476,114.73367734487078,0.016489817,0.009590854,0.010095373645186421,-0.006898962,-0.006394443,-0.000504519,0.7830302203809021,0.6421674500677549,0.39282007419487247,0.014418286431032334,0.007572027,0.009516529,0.069859088,2.1556341818293756,0.067806262,4543386.475,423654056.3687094,135380067.95196116,-0.160054356,-0.184569768,0.084709417,140973.99751583254,26278224.57247441,64067018.34762341,5.300257941792777,3.749256654969228,3.352928264304739,-40366.11582,17879080568363.65,-2.26672E+12
15.Mar,101.49363002499912,1053.7852749446292,116.31248326957218,0.019198636599237616,0.011914093654647623,0.012081857,-0.007284543,-0.00711678,-0.000167763,0.787809562,0.6482322221121064,0.5026190196047612,0.016489817,0.009590854,0.010095373645186421,0.078245948,2.0879918068782377,0.068311252,4558385.690072044,426105149.1076932,135929489.55959383,-0.112355267,-0.168347049,0.05363604,141235.38270489723,26211279.656597883,64066451.93522395,5.206061854145412,3.752929259625344,3.3484083333447496,-41920.62678,20254946985131.426,-1.85363E+12
15.Apr,103.2703743003064,1064.015610794954,117.74679037771627,0.017762196330067884,0.009541519,0.011073645433216945,-0.008220677,-0.006688551,-0.001532126,0.7872839865379497,0.6526532379051275,0.6134237545408504,0.019198636599237616,0.011914093654647623,0.012081857,0.088046744,2.0073739152158665,0.067516405,4577638.163201717,428870059.09954786,136542029.81967542,-0.09914643,-0.145655191,0.059060919,141496.74789390856,26234778.942611076,64061782.70600773,5.12710352,3.771316726027088,3.331559145480417,-42367.54784,22120323150668.49,-1.40882E+12
